년,월,연월코드,날짜,분기,분기명,시도,시군구,등록외국인수
2025,5,202505,2025-05-01,2,Q2,강원도,원주시,5295
2025,6,202506,2025-06-01,2,Q2,강원도,원주시,5351
2025,7,202507,2025-07-01,3,Q3,강원도,원주시,5353
2025,8,202508,2025-08-01,3,Q3,강원도,원주시,5359
2025,9,202509,2025-09-01,3,Q3,강원도,원주시,5717
2025,10,202510,2025-10-01,4,Q4,강원도,원주시,5739
2025,11,202511,2025-11-01,4,Q4,강원도,원주시,5747
2025,12,202512,2025-12-01,4,Q4,강원도,원주시,5709
2026,1,202601,2026-01-01,1,Q1,강원도,원주시,5682
2026,2,202602,2026-02-01,1,Q1,강원도,원주시,5653
2022,1,202201,2022-01-01,1,Q1,강원도,인제군,296
2022,2,202202,2022-02-01,1,Q1,강원도,인제군,290
2022,3,202203,2022-03-01,1,Q1,강원도,인제군,291
2022,4,202204,2022-04-01,2,Q2,강원도,인제군,291
2022,5,202205,2022-05-01,2,Q2,강원도,인제군,291
2022,6,202206,2022-06-01,2,Q2,강원도,인제군,292
2022,7,202207,2022-07-01,3,Q3,강원도,인제군,303
2022,8,202208,2022-08-01,3,Q3,강원도,인제군,330
2022,9,202209,2022-09-01,3,Q3,강원도,인제군,549
2022,10,202210,2022-10-01,4,Q4,강원도,인제군,549
2022,11,202211,2022-11-01,4,Q4,강원도,인제군,538
2022,12,202212,2022-12-01,4,Q4,강원도,인제군,530
2023,1,202301,2023-01-01,1,Q1,강원도,인제군,526
2023,2,202302,2023-02-01,1,Q1,강원도,인제군,526
2023,3,202303,2023-03-01,1,Q1,강원도,인제군,511
2023,4,202304,2023-04-01,2,Q2,강원도,인제군,515
2023,5,202305,2023-05-01,2,Q2,강원도,인제군,526
2023,6,202306,2023-06-01,2,Q2,강원도,인제군,577
2023,7,202307,2023-07-01,3,Q3,강원도,인제군,765
2023,8,202308,2023-08-01,3,Q3,강원도,인제군,955
2023,9,202309,2023-09-01,3,Q3,강원도,인제군,1005
2023,10,202310,2023-10-01,4,Q4,강원도,인제군,819
2023,11,202311,2023-11-01,4,Q4,강원도,인제군,577
2023,12,202312,2023-12-01,4,Q4,강원도,인제군,543
2024,1,202401,2024-01-01,1,Q1,강원도,인제군,545
2024,2,202402,2024-02-01,1,Q1,강원도,인제군,538
2024,3,202403,2024-03-01,1,Q1,강원도,인제군,534
2024,4,202404,2024-04-01,2,Q2,강원도,인제군,530
2024,5,202405,2024-05-01,2,Q2,강원도,인제군,535
2024,6,202406,2024-06-01,2,Q2,강원도,인제군,605
2024,7,202407,2024-07-01,3,Q3,강원도,인제군,808
2024,8,202408,2024-08-01,3,Q3,강원도,인제군,1129
2024,9,202409,2024-09-01,3,Q3,강원도,인제군,1107
2024,10,202410,2024-10-01,4,Q4,강원도,인제군,907
2024,11,202411,2024-11-01,4,Q4,강원도,인제군,581
2024,12,202412,2024-12-01,4,Q4,강원도,인제군,548
2025,1,202501,2025-01-01,1,Q1,강원도,인제군,549
2025,2,202502,2025-02-01,1,Q1,강원도,인제군,545
2025,3,202503,2025-03-01,1,Q1,강원도,인제군,543
2025,4,202504,2025-04-01,2,Q2,강원도,인제군,711
2025,5,202505,2025-05-01,2,Q2,강원도,인제군,840
2025,6,202506,2025-06-01,2,Q2,강원도,인제군,1168
2025,7,202507,2025-07-01,3,Q3,강원도,인제군,1237
2025,8,202508,2025-08-01,3,Q3,강원도,인제군,1274
2025,9,202509,2025-09-01,3,Q3,강원도,인제군,1265
2025,10,202510,2025-10-01,4,Q4,강원도,인제군,1126
2025,11,202511,2025-11-01,4,Q4,강원도,인제군,663
2025,12,202512,2025-12-01,4,Q4,강원도,인제군,576
2026,1,202601,2026-01-01,1,Q1,강원도,인제군,563
2026,2,202602,2026-02-01,1,Q1,강원도,인제군,548
2022,1,202201,2022-01-01,1,Q1,강원도,정선군,263
2022,2,202202,2022-02-01,1,Q1,강원도,정선군,264
2022,3,202203,2022-03-01,1,Q1,강원도,정선군,259
2022,4,202204,2022-04-01,2,Q2,강원도,정선군,260
2022,5,202205,2022-05-01,2,Q2,강원도,정선군,262
2022,6,202206,2022-06-01,2,Q2,강원도,정선군,308
2022,7,202207,2022-07-01,3,Q3,강원도,정선군,313
2022,8,202208,2022-08-01,3,Q3,강원도,정선군,319
2022,9,202209,2022-09-01,3,Q3,강원도,정선군,327
2022,10,202210,2022-10-01,4,Q4,강원도,정선군,304
2022,11,202211,2022-11-01,4,Q4,강원도,정선군,305
2022,12,202212,2022-12-01,4,Q4,강원도,정선군,301
2023,1,202301,2023-01-01,1,Q1,강원도,정선군,291
2023,2,202302,2023-02-01,1,Q1,강원도,정선군,294
2023,3,202303,2023-03-01,1,Q1,강원도,정선군,294
2023,4,202304,2023-04-01,2,Q2,강원도,정선군,290
2023,5,202305,2023-05-01,2,Q2,강원도,정선군,290
2023,6,202306,2023-06-01,2,Q2,강원도,정선군,401
2023,7,202307,2023-07-01,3,Q3,강원도,정선군,510
2023,8,202308,2023-08-01,3,Q3,강원도,정선군,513
2023,9,202309,2023-09-01,3,Q3,강원도,정선군,497
2023,10,202310,2023-10-01,4,Q4,강원도,정선군,389
2023,11,202311,2023-11-01,4,Q4,강원도,정선군,310
2023,12,202312,2023-12-01,4,Q4,강원도,정선군,293
2024,1,202401,2024-01-01,1,Q1,강원도,정선군,278
2024,2,202402,2024-02-01,1,Q1,강원도,정선군,276
2024,3,202403,2024-03-01,1,Q1,강원도,정선군,277
2024,4,202404,2024-04-01,2,Q2,강원도,정선군,279
2024,5,202405,2024-05-01,2,Q2,강원도,정선군,570
2024,6,202406,2024-06-01,2,Q2,강원도,정선군,744
2024,7,202407,2024-07-01,3,Q3,강원도,정선군,780
2024,8,202408,2024-08-01,3,Q3,강원도,정선군,783
2024,9,202409,2024-09-01,3,Q3,강원도,정선군,741
2024,10,202410,2024-10-01,4,Q4,강원도,정선군,687
2024,11,202411,2024-11-01,4,Q4,강원도,정선군,378
2024,12,202412,2024-12-01,4,Q4,강원도,정선군,337
2025,1,202501,2025-01-01,1,Q1,강원도,정선군,321
2025,2,202502,2025-02-01,1,Q1,강원도,정선군,314
2025,3,202503,2025-03-01,1,Q1,강원도,정선군,324
2025,4,202504,2025-04-01,2,Q2,강원도,정선군,505
2025,5,202505,2025-05-01,2,Q2,강원도,정선군,836
2025,6,202506,2025-06-01,2,Q2,강원도,정선군,868
2025,7,202507,2025-07-01,3,Q3,강원도,정선군,866
2025,8,202508,2025-08-01,3,Q3,강원도,정선군,878
2025,9,202509,2025-09-01,3,Q3,강원도,정선군,865
2025,10,202510,2025-10-01,4,Q4,강원도,정선군,828
2025,11,202511,2025-11-01,4,Q4,강원도,정선군,444
2025,12,202512,2025-12-01,4,Q4,강원도,정선군,376
2026,1,202601,2026-01-01,1,Q1,강원도,정선군,365
2026,2,202602,2026-02-01,1,Q1,강원도,정선군,360
2022,1,202201,2022-01-01,1,Q1,강원도,철원군,604
2022,2,202202,2022-02-01,1,Q1,강원도,철원군,604
2022,3,202203,2022-03-01,1,Q1,강원도,철원군,613
2022,4,202204,2022-04-01,2,Q2,강원도,철원군,629
2022,5,202205,2022-05-01,2,Q2,강원도,철원군,649
2022,6,202206,2022-06-01,2,Q2,강원도,철원군,731
2022,7,202207,2022-07-01,3,Q3,강원도,철원군,763
2022,8,202208,2022-08-01,3,Q3,강원도,철원군,777
2022,9,202209,2022-09-01,3,Q3,강원도,철원군,812
2022,10,202210,2022-10-01,4,Q4,강원도,철원군,858
2022,11,202211,2022-11-01,4,Q4,강원도,철원군,779
2022,12,202212,2022-12-01,4,Q4,강원도,철원군,780
2023,1,202301,2023-01-01,1,Q1,강원도,철원군,762
2023,2,202302,2023-02-01,1,Q1,강원도,철원군,752
2023,3,202303,2023-03-01,1,Q1,강원도,철원군,752
2023,4,202304,2023-04-01,2,Q2,강원도,철원군,885
2023,5,202305,2023-05-01,2,Q2,강원도,철원군,1098
2023,6,202306,2023-06-01,2,Q2,강원도,철원군,1147
2023,7,202307,2023-07-01,3,Q3,강원도,철원군,1173
2023,8,202308,2023-08-01,3,Q3,강원도,철원군,1134
2023,9,202309,2023-09-01,3,Q3,강원도,철원군,1099
2023,10,202310,2023-10-01,4,Q4,강원도,철원군,1090
2023,11,202311,2023-11-01,4,Q4,강원도,철원군,903
2023,12,202312,2023-12-01,4,Q4,강원도,철원군,839
2024,1,202401,2024-01-01,1,Q1,강원도,철원군,836
2024,2,202402,2024-02-01,1,Q1,강원도,철원군,830
2024,3,202403,2024-03-01,1,Q1,강원도,철원군,845
2024,4,202404,2024-04-01,2,Q2,강원도,철원군,916
2024,5,202405,2024-05-01,2,Q2,강원도,철원군,1012
2024,6,202406,2024-06-01,2,Q2,강원도,철원군,1399
2024,7,202407,2024-07-01,3,Q3,강원도,철원군,1431
2024,8,202408,2024-08-01,3,Q3,강원도,철원군,1430
2024,9,202409,2024-09-01,3,Q3,강원도,철원군,1393
2024,10,202410,2024-10-01,4,Q4,강원도,철원군,1205
2024,11,202411,2024-11-01,4,Q4,강원도,철원군,918
2024,12,202412,2024-12-01,4,Q4,강원도,철원군,905
2025,1,202501,2025-01-01,1,Q1,강원도,철원군,894
2025,2,202502,2025-02-01,1,Q1,강원도,철원군,890
2025,3,202503,2025-03-01,1,Q1,강원도,철원군,896
2025,4,202504,2025-04-01,2,Q2,강원도,철원군,1043
2025,5,202505,2025-05-01,2,Q2,강원도,철원군,1368
2025,6,202506,2025-06-01,2,Q2,강원도,철원군,1502
2025,7,202507,2025-07-01,3,Q3,강원도,철원군,1680
2025,8,202508,2025-08-01,3,Q3,강원도,철원군,1689
2025,9,202509,2025-09-01,3,Q3,강원도,철원군,1613
2025,10,202510,2025-10-01,4,Q4,강원도,철원군,1477
2025,11,202511,2025-11-01,4,Q4,강원도,철원군,975
2025,12,202512,2025-12-01,4,Q4,강원도,철원군,959
2026,1,202601,2026-01-01,1,Q1,강원도,철원군,976
2026,2,202602,2026-02-01,1,Q1,강원도,철원군,994
2022,1,202201,2022-01-01,1,Q1,강원도,춘천시,3656
2022,2,202202,2022-02-01,1,Q1,강원도,춘천시,3685
2022,3,202203,2022-03-01,1,Q1,강원도,춘천시,3774
2022,4,202204,2022-04-01,2,Q2,강원도,춘천시,3782
2022,5,202205,2022-05-01,2,Q2,강원도,춘천시,3932
2022,6,202206,2022-06-01,2,Q2,강원도,춘천시,3965
2022,7,202207,2022-07-01,3,Q3,강원도,춘천시,4012
2022,8,202208,2022-08-01,3,Q3,강원도,춘천시,4043
2022,9,202209,2022-09-01,3,Q3,강원도,춘천시,4342
2022,10,202210,2022-10-01,4,Q4,강원도,춘천시,4123
2022,11,202211,2022-11-01,4,Q4,강원도,춘천시,4144
2022,12,202212,2022-12-01,4,Q4,강원도,춘천시,4133
2023,1,202301,2023-01-01,1,Q1,강원도,춘천시,4084
2023,2,202302,2023-02-01,1,Q1,강원도,춘천시,4082
2023,3,202303,2023-03-01,1,Q1,강원도,춘천시,4224
2023,4,202304,2023-04-01,2,Q2,강원도,춘천시,4167
2023,5,202305,2023-05-01,2,Q2,강원도,춘천시,4280
2023,6,202306,2023-06-01,2,Q2,강원도,춘천시,4363
2023,7,202307,2023-07-01,3,Q3,강원도,춘천시,4343
2023,8,202308,2023-08-01,3,Q3,강원도,춘천시,4237
2023,9,202309,2023-09-01,3,Q3,강원도,춘천시,4421
2023,10,202310,2023-10-01,4,Q4,강원도,춘천시,4368
2023,11,202311,2023-11-01,4,Q4,강원도,춘천시,4358
2023,12,202312,2023-12-01,4,Q4,강원도,춘천시,4317
2024,1,202401,2024-01-01,1,Q1,강원도,춘천시,4286
2024,2,202402,2024-02-01,1,Q1,강원도,춘천시,4168
2024,3,202403,2024-03-01,1,Q1,강원도,춘천시,4487
2024,4,202404,2024-04-01,2,Q2,강원도,춘천시,4620
2024,5,202405,2024-05-01,2,Q2,강원도,춘천시,4800
2024,6,202406,2024-06-01,2,Q2,강원도,춘천시,4794
2024,7,202407,2024-07-01,3,Q3,강원도,춘천시,4817
2024,8,202408,2024-08-01,3,Q3,강원도,춘천시,4713
2024,9,202409,2024-09-01,3,Q3,강원도,춘천시,5224
2024,10,202410,2024-10-01,4,Q4,강원도,춘천시,5386
2024,11,202411,2024-11-01,4,Q4,강원도,춘천시,5223
2024,12,202412,2024-12-01,4,Q4,강원도,춘천시,5052
2025,1,202501,2025-01-01,1,Q1,강원도,춘천시,4984
2025,3,202503,2025-03-01,1,Q1,강원도,춘천시,5298
2025,4,202504,2025-04-01,2,Q2,강원도,춘천시,5400
2025,5,202505,2025-05-01,2,Q2,강원도,춘천시,5385
2025,6,202506,2025-06-01,2,Q2,강원도,춘천시,5630
2025,7,202507,2025-07-01,3,Q3,강원도,춘천시,5705
2025,8,202508,2025-08-01,3,Q3,강원도,춘천시,5622
2025,9,202509,2025-09-01,3,Q3,강원도,춘천시,5978
2025,10,202510,2025-10-01,4,Q4,강원도,춘천시,6028
2025,11,202511,2025-11-01,4,Q4,강원도,춘천시,5824
2025,12,202512,2025-12-01,4,Q4,강원도,춘천시,5637
2026,1,202601,2026-01-01,1,Q1,강원도,춘천시,5573
2026,2,202602,2026-02-01,1,Q1,강원도,춘천시,5402
2022,1,202201,2022-01-01,1,Q1,강원도,태백시,249
2022,2,202202,2022-02-01,1,Q1,강원도,태백시,247
2022,3,202203,2022-03-01,1,Q1,강원도,태백시,245
2022,4,202204,2022-04-01,2,Q2,강원도,태백시,246
2022,5,202205,2022-05-01,2,Q2,강원도,태백시,249
2022,6,202206,2022-06-01,2,Q2,강원도,태백시,257
2022,7,202207,2022-07-01,3,Q3,강원도,태백시,263
2022,8,202208,2022-08-01,3,Q3,강원도,태백시,282
2022,9,202209,2022-09-01,3,Q3,강원도,태백시,289
2022,10,202210,2022-10-01,4,Q4,강원도,태백시,294
2022,11,202211,2022-11-01,4,Q4,강원도,태백시,295
2022,12,202212,2022-12-01,4,Q4,강원도,태백시,298
2023,1,202301,2023-01-01,1,Q1,강원도,태백시,303
2023,2,202302,2023-02-01,1,Q1,강원도,태백시,302
2023,3,202303,2023-03-01,1,Q1,강원도,태백시,302
2023,4,202304,2023-04-01,2,Q2,강원도,태백시,298
2023,5,202305,2023-05-01,2,Q2,강원도,태백시,339
2023,6,202306,2023-06-01,2,Q2,강원도,태백시,341
2023,7,202307,2023-07-01,3,Q3,강원도,태백시,345
2023,8,202308,2023-08-01,3,Q3,강원도,태백시,353
2023,9,202309,2023-09-01,3,Q3,강원도,태백시,353
2023,10,202310,2023-10-01,4,Q4,강원도,태백시,356
2023,11,202311,2023-11-01,4,Q4,강원도,태백시,344
2023,12,202312,2023-12-01,4,Q4,강원도,태백시,331
2024,1,202401,2024-01-01,1,Q1,강원도,태백시,328
2024,2,202402,2024-02-01,1,Q1,강원도,태백시,324
2024,3,202403,2024-03-01,1,Q1,강원도,태백시,338
2024,4,202404,2024-04-01,2,Q2,강원도,태백시,344
2024,5,202405,2024-05-01,2,Q2,강원도,태백시,402
2024,6,202406,2024-06-01,2,Q2,강원도,태백시,406
2024,7,202407,2024-07-01,3,Q3,강원도,태백시,481
2024,8,202408,2024-08-01,3,Q3,강원도,태백시,488
2024,9,202409,2024-09-01,3,Q3,강원도,태백시,524
2024,10,202410,2024-10-01,4,Q4,강원도,태백시,462
2024,11,202411,2024-11-01,4,Q4,강원도,태백시,372
2024,12,202412,2024-12-01,4,Q4,강원도,태백시,357
2025,1,202501,2025-01-01,1,Q1,강원도,태백시,353
2025,2,202502,2025-02-01,1,Q1,강원도,태백시,354
2025,3,202503,2025-03-01,1,Q1,강원도,태백시,364
2025,4,202504,2025-04-01,2,Q2,강원도,태백시,352
2025,5,202505,2025-05-01,2,Q2,강원도,태백시,356
2025,6,202506,2025-06-01,2,Q2,강원도,태백시,403
2025,7,202507,2025-07-01,3,Q3,강원도,태백시,662
2025,8,202508,2025-08-01,3,Q3,강원도,태백시,655
2025,9,202509,2025-09-01,3,Q3,강원도,태백시,671
2025,10,202510,2025-10-01,4,Q4,강원도,태백시,541
2025,11,202511,2025-11-01,4,Q4,강원도,태백시,371
2025,12,202512,2025-12-01,4,Q4,강원도,태백시,341
2026,1,202601,2026-01-01,1,Q1,강원도,태백시,343
2026,2,202602,2026-02-01,1,Q1,강원도,태백시,340
2022,1,202201,2022-01-01,1,Q1,강원도,평창군,448
2022,2,202202,2022-02-01,1,Q1,강원도,평창군,444
2022,3,202203,2022-03-01,1,Q1,강원도,평창군,437
2022,4,202204,2022-04-01,2,Q2,강원도,평창군,434
2022,5,202205,2022-05-01,2,Q2,강원도,평창군,429
2022,6,202206,2022-06-01,2,Q2,강원도,평창군,554
2022,7,202207,2022-07-01,3,Q3,강원도,평창군,633
2022,8,202208,2022-08-01,3,Q3,강원도,평창군,672
2022,9,202209,2022-09-01,3,Q3,강원도,평창군,583
2022,10,202210,2022-10-01,4,Q4,강원도,평창군,602
2022,11,202211,2022-11-01,4,Q4,강원도,평창군,532
2022,12,202212,2022-12-01,4,Q4,강원도,평창군,536
2023,1,202301,2023-01-01,1,Q1,강원도,평창군,513
2023,2,202302,2023-02-01,1,Q1,강원도,평창군,509
2023,3,202303,2023-03-01,1,Q1,강원도,평창군,486
2023,4,202304,2023-04-01,2,Q2,강원도,평창군,578
2023,5,202305,2023-05-01,2,Q2,강원도,평창군,653
2023,6,202306,2023-06-01,2,Q2,강원도,평창군,811
2023,7,202307,2023-07-01,3,Q3,강원도,평창군,928
2023,8,202308,2023-08-01,3,Q3,강원도,평창군,1033
2023,9,202309,2023-09-01,3,Q3,강원도,평창군,982
2023,10,202310,2023-10-01,4,Q4,강원도,평창군,877
2023,11,202311,2023-11-01,4,Q4,강원도,평창군,725
2023,12,202312,2023-12-01,4,Q4,강원도,평창군,578
2024,1,202401,2024-01-01,1,Q1,강원도,평창군,571
2024,2,202402,2024-02-01,1,Q1,강원도,평창군,556
2024,3,202403,2024-03-01,1,Q1,강원도,평창군,541
2024,4,202404,2024-04-01,2,Q2,강원도,평창군,596
2024,5,202405,2024-05-01,2,Q2,강원도,평창군,943
2024,6,202406,2024-06-01,2,Q2,강원도,평창군,1229
2024,7,202407,2024-07-01,3,Q3,강원도,평창군,1240
2024,8,202408,2024-08-01,3,Q3,강원도,평창군,1222
2024,9,202409,2024-09-01,3,Q3,강원도,평창군,1173
2024,10,202410,2024-10-01,4,Q4,강원도,평창군,926
2024,11,202411,2024-11-01,4,Q4,강원도,평창군,588
2024,12,202412,2024-12-01,4,Q4,강원도,평창군,574
2025,1,202501,2025-01-01,1,Q1,강원도,평창군,578
2025,2,202502,2025-02-01,1,Q1,강원도,평창군,579
2025,3,202503,2025-03-01,1,Q1,강원도,평창군,583
2025,4,202504,2025-04-01,2,Q2,강원도,평창군,970
2025,5,202505,2025-05-01,2,Q2,강원도,평창군,1117
2025,6,202506,2025-06-01,2,Q2,강원도,평창군,1387
2025,7,202507,2025-07-01,3,Q3,강원도,평창군,1405
2025,8,202508,2025-08-01,3,Q3,강원도,평창군,1399
2025,9,202509,2025-09-01,3,Q3,강원도,평창군,1402
2025,10,202510,2025-10-01,4,Q4,강원도,평창군,1316
2025,11,202511,2025-11-01,4,Q4,강원도,평창군,796
2025,12,202512,2025-12-01,4,Q4,강원도,평창군,739
2026,1,202601,2026-01-01,1,Q1,강원도,평창군,707
2026,2,202602,2026-02-01,1,Q1,강원도,평창군,645
2022,1,202201,2022-01-01,1,Q1,강원도,홍천군,738
2022,2,202202,2022-02-01,1,Q1,강원도,홍천군,741
2022,3,202203,2022-03-01,1,Q1,강원도,홍천군,754
2022,4,202204,2022-04-01,2,Q2,강원도,홍천군,772
2022,5,202205,2022-05-01,2,Q2,강원도,홍천군,799
2022,6,202206,2022-06-01,2,Q2,강원도,홍천군,1046
2022,7,202207,2022-07-01,3,Q3,강원도,홍천군,1338
2022,8,202208,2022-08-01,3,Q3,강원도,홍천군,1401
2022,9,202209,2022-09-01,3,Q3,강원도,홍천군,1305
2022,10,202210,2022-10-01,4,Q4,강원도,홍천군,943
2022,11,202211,2022-11-01,4,Q4,강원도,홍천군,910
2022,12,202212,2022-12-01,4,Q4,강원도,홍천군,897
2023,1,202301,2023-01-01,1,Q1,강원도,홍천군,877
2023,2,202302,2023-02-01,1,Q1,강원도,홍천군,887
2023,3,202303,2023-03-01,1,Q1,강원도,홍천군,893
2023,4,202304,2023-04-01,2,Q2,강원도,홍천군,1068
2023,5,202305,2023-05-01,2,Q2,강원도,홍천군,1467
2023,6,202306,2023-06-01,2,Q2,강원도,홍천군,1600
2023,7,202307,2023-07-01,3,Q3,강원도,홍천군,1888
2023,8,202308,2023-08-01,3,Q3,강원도,홍천군,1904
2023,9,202309,2023-09-01,3,Q3,강원도,홍천군,1558
2023,10,202310,2023-10-01,4,Q4,강원도,홍천군,1095
2023,11,202311,2023-11-01,4,Q4,강원도,홍천군,1042
2023,12,202312,2023-12-01,4,Q4,강원도,홍천군,990
2024,1,202401,2024-01-01,1,Q1,강원도,홍천군,986
2024,2,202402,2024-02-01,1,Q1,강원도,홍천군,973
2024,3,202403,2024-03-01,1,Q1,강원도,홍천군,1006
2024,4,202404,2024-04-01,2,Q2,강원도,홍천군,1545
2024,5,202405,2024-05-01,2,Q2,강원도,홍천군,2048
2024,6,202406,2024-06-01,2,Q2,강원도,홍천군,2231
2024,7,202407,2024-07-01,3,Q3,강원도,홍천군,2248
2024,8,202408,2024-08-01,3,Q3,강원도,홍천군,2256
2024,9,202409,2024-09-01,3,Q3,강원도,홍천군,2138
2024,10,202410,2024-10-01,4,Q4,강원도,홍천군,1616
2024,11,202411,2024-11-01,4,Q4,강원도,홍천군,1123
2024,12,202412,2024-12-01,4,Q4,강원도,홍천군,1066
2025,1,202501,2025-01-01,1,Q1,강원도,홍천군,1054
2025,2,202502,2025-02-01,1,Q1,강원도,홍천군,1061
2025,3,202503,2025-03-01,1,Q1,강원도,홍천군,1058
2025,4,202504,2025-04-01,2,Q2,강원도,홍천군,1099
2025,5,202505,2025-05-01,2,Q2,강원도,홍천군,1623
2025,6,202506,2025-06-01,2,Q2,강원도,홍천군,1973
2025,7,202507,2025-07-01,3,Q3,강원도,홍천군,2605
2025,8,202508,2025-08-01,3,Q3,강원도,홍천군,2630
2025,9,202509,2025-09-01,3,Q3,강원도,홍천군,2628
2025,10,202510,2025-10-01,4,Q4,강원도,홍천군,2162
2025,11,202511,2025-11-01,4,Q4,강원도,홍천군,1287
2025,12,202512,2025-12-01,4,Q4,강원도,홍천군,1212
2026,1,202601,2026-01-01,1,Q1,강원도,홍천군,1146
2026,2,202602,2026-02-01,1,Q1,강원도,홍천군,1134
2022,1,202201,2022-01-01,1,Q1,강원도,화천군,215
2022,2,202202,2022-02-01,1,Q1,강원도,화천군,212
2022,3,202203,2022-03-01,1,Q1,강원도,화천군,209
2022,4,202204,2022-04-01,2,Q2,강원도,화천군,214
2022,5,202205,2022-05-01,2,Q2,강원도,화천군,231
2022,6,202206,2022-06-01,2,Q2,강원도,화천군,332
2022,7,202207,2022-07-01,3,Q3,강원도,화천군,351
2022,8,202208,2022-08-01,3,Q3,강원도,화천군,369
2022,9,202209,2022-09-01,3,Q3,강원도,화천군,364
2022,10,202210,2022-10-01,4,Q4,강원도,화천군,259
2022,11,202211,2022-11-01,4,Q4,강원도,화천군,247
2022,12,202212,2022-12-01,4,Q4,강원도,화천군,226
2023,1,202301,2023-01-01,1,Q1,강원도,화천군,212
2023,2,202302,2023-02-01,1,Q1,강원도,화천군,204
2023,3,202303,2023-03-01,1,Q1,강원도,화천군,220
2023,4,202304,2023-04-01,2,Q2,강원도,화천군,238
2023,5,202305,2023-05-01,2,Q2,강원도,화천군,291
2023,6,202306,2023-06-01,2,Q2,강원도,화천군,352
2023,7,202307,2023-07-01,3,Q3,강원도,화천군,473
2023,8,202308,2023-08-01,3,Q3,강원도,화천군,482
2023,9,202309,2023-09-01,3,Q3,강원도,화천군,470
2023,10,202310,2023-10-01,4,Q4,강원도,화천군,393
2023,11,202311,2023-11-01,4,Q4,강원도,화천군,302
